"Time","Mob BP1"
2022-02-27 04:30:03,135
2022-02-27 05:00:03,135
2022-02-27 05:30:03,135
2022-02-27 06:00:03,135
2022-02-27 06:30:03,135
2022-02-27 07:00:03,135
2022-02-27 07:30:03,135
2022-02-27 08:00:03,135
2022-02-27 08:30:03,135
2022-02-27 09:00:03,135
2022-02-27 09:25:03,129
2022-02-27 09:30:03,126
2022-02-27 09:45:03,121
2022-02-27 10:00:03,115
2022-02-27 10:30:03,111
2022-02-27 11:00:03,109
2022-02-27 11:30:03,116
2022-02-27 11:40:03,123
2022-02-27 11:45:03,130
2022-02-27 11:50:03,142
2022-02-27 11:55:03,148
2022-02-27 12:00:03,149
2022-02-27 12:30:03,148
2022-02-27 13:00:03,146
2022-02-27 13:30:03,144
2022-02-27 14:00:03,143
2022-02-27 14:30:03,142
2022-02-27 15:00:03,141
2022-02-27 15:30:03,140
2022-02-27 16:00:03,139
2022-02-27 16:30:03,138
2022-02-27 17:00:03,137
2022-02-27 17:30:03,135
2022-02-27 18:00:03,136
2022-02-27 18:10:03,128
2022-02-27 18:20:03,121
2022-02-27 18:30:03,116
2022-02-27 18:45:03,110
2022-02-27 19:00:03,108
2022-02-27 19:30:03,108
2022-02-27 20:00:03,108
2022-02-27 20:30:03,109
2022-02-27 21:00:03,110
2022-02-27 21:30:03,110
2022-02-27 22:00:03,110
2022-02-27 22:30:03,110
2022-02-27 23:00:03,110
2022-02-27 23:30:03,110
2022-02-27 23:55:03,128
2022-02-28 00:00:03,155
2022-02-28 00:10:03,160
2022-02-28 00:30:03,157
2022-02-28 01:00:03,153
2022-02-28 01:30:03,149
2022-02-28 02:00:03,146
2022-02-28 02:30:03,144
2022-02-28 03:30:03,141
2022-02-28 04:00:03,140
2022-02-28 04:30:03,139
2022-02-28 05:00:03,138
2022-02-28 05:30:03,137
2022-02-28 06:00:03,136
2022-02-28 06:30:03,135
2022-02-28 07:30:03,134
2022-02-28 08:00:03,134
2022-02-28 08:30:03,134
2022-02-28 09:00:03,134
2022-02-28 09:30:03,134
2022-02-28 10:00:03,133
2022-02-28 10:30:03,134
2022-02-28 11:00:03,134
2022-02-28 11:30:03,134
2022-02-28 12:00:03,134
2022-02-28 12:30:03,134
2022-02-28 13:00:03,135
2022-02-28 13:30:03,135
2022-02-28 14:00:03,135
2022-02-28 14:30:03,135
2022-02-28 15:00:03,135
2022-02-28 15:30:03,134
2022-02-28 16:00:03,134
2022-02-28 16:30:03,134
2022-02-28 17:00:03,133
2022-02-28 17:30:03,133
2022-02-28 18:00:03,133
2022-02-28 18:30:03,133
2022-02-28 19:00:03,132
2022-02-28 19:30:03,132
2022-02-28 20:00:03,132
2022-02-28 20:30:03,132
2022-02-28 21:00:03,132
2022-02-28 21:30:03,132
2022-02-28 22:00:03,132
2022-02-28 22:30:03,132
2022-02-28 23:00:03,132
2022-02-28 23:30:03,132
2022-03-01 00:00:03,132
2022-03-01 00:30:03,132
2022-03-01 01:00:03,131
2022-03-01 01:30:03,132
2022-03-01 02:00:03,131
2022-03-01 02:30:03,131
2022-03-01 03:00:03,131
2022-03-01 03:30:03,131
2022-03-01 04:00:03,131
2022-03-01 04:30:03,131
2022-03-01 05:00:03,131
2022-03-01 05:30:03,134
2022-03-01 05:55:03,140
2022-03-01 06:00:03,143
2022-03-01 06:15:03,150
2022-03-01 06:25:03,157
2022-03-01 06:30:03,163
2022-03-01 06:35:03,169
2022-03-01 06:40:03,176
2022-03-01 06:45:03,182
2022-03-01 06:50:03,188
2022-03-01 06:55:03,194
2022-03-01 07:00:03,198
2022-03-01 07:15:03,204
2022-03-01 07:30:03,204
2022-03-01 07:40:03,197
2022-03-01 07:50:03,187
2022-03-01 07:55:03,182
2022-03-01 08:00:03,162
2022-03-01 08:05:03,149
2022-03-01 08:10:03,135
2022-03-01 08:15:03,129
2022-03-01 08:30:03,129
2022-03-01 09:00:03,130
2022-03-01 09:25:03,153
2022-03-01 09:30:03,135
2022-03-01 10:00:03,131
2022-03-01 10:05:03,123
2022-03-01 10:10:03,131
2022-03-01 10:30:03,132
2022-03-01 11:00:03,132
2022-03-01 11:15:03,148
2022-03-01 11:20:03,138
2022-03-01 11:30:03,133
2022-03-01 15:20:03,187
2022-03-01 15:25:03,166
2022-03-01 15:30:03,157
2022-03-01 16:00:03,155
2022-03-01 16:30:03,156
2022-03-01 17:00:03,156
